File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Be,MgO,Al2O3,SiO2,P2O5,S,Cl,K2O,CaO,TiO2,V,Cr,MnO,Fe2O3,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,Ba,La,Ce,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Cal Check,Ti,Mn,Fe,Sc,Br,I
50,01-01-2006 14:21,051225,268,AMD_01,268,GeoChem,DualSoil,"60,0",Rg2 Rotguss,"0,0",Rg6 Rotguss,"0,0",CuZn5,"0,0",0,0,0,"1,6203","1,5038","10,9886","47,3523",0,0,0,0,0,0,0,"0,0099","0,1569","91,3115","2,8751","10,9801","0,0569",0,"0,0070",0,"0,0049",0,0,0,0,0,"0,2455",0,0,0,"5,8364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,4538",0,"0,2634",0,Passed,"0,0205","0,3757","0,6524",0,0,0
51,01-01-2006 14:23,051225,269,AMD_01,269,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,0,"25,9279","1,3796","3,1591","37,8413","0,0206",0,0,0,0,0,0,"0,0615","0,0105","0,4482","1,8986","0,2020",0,0,"0,0021",0,0,0,"0,0028",0,0,0,"4,5295",0,0,0,"0,2511",0,0,0,"0,1129",0,0,0,0,0,0,0,"0,0253",0,0,"0,9329",0,0,0,Passed,0,"0,0234","2,8617",0,0,0
52,01-01-2006 14:36,051225,270,AMD_01,270,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,0,"25,9950","1,3809","3,0740","36,5248","0,0315",0,0,0,0,0,0,"0,0565","0,0067","0,4191","1,8226","0,1869",0,0,0,0,0,0,0,0,0,0,"4,2932",0,0,0,"0,2450",0,0,0,"0,1333",0,0,0,0,0,0,0,"0,0303",0,0,"0,8823",0,0,0,Passed,"0,0064","0,0234","2,7860",0,0,0
53,01-01-2006 14:44,051225,271,AMD_01,271,GeoChem,DualSoil,"60,0",Rg2,"0,0",Rg7,"0,0",Rg5,"0,0",0,0,0,"1,5381","1,4713","10,8909","47,2412",0,0,0,0,0,0,0,"0,0131","0,1475","78,2909","2,4665","9,3439","0,0485",0,"0,0052",0,"0,0031",0,0,0,0,0,"0,2136",0,0,0,"5,0023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,3666",0,"0,2135",0,Passed,"0,0186","0,3845","0,6430",0,0,0
54,01-01-2006 14:47,051225,272,AMD_01,272,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,5000","1,7030","1,2616","4,1654","42,3257",0,0,0,0,0,0,0,"0,0426","0,0501","1,6495","0,0212","5,2527","0,0131",0,"0,5816",0,"0,0553",0,0,0,"0,0214",0,"0,1348",0,0,0,"0,2649",0,"26,1318",0,0,0,0,0,0,0,0,0,0,"0,0183",0,"0,3688",0,0,0,Passed,"5,0495",0,"1,1190",0,0,0
55,01-01-2006 14:52,051225,273,AMD_01,273,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,0,"5,8816","1,7460","6,2142","54,3042",0,0,0,0,0,0,0,"0,1664","0,0419","21,6431","0,0455","2,5911","0,0083",0,0,0,"0,0056",0,0,0,0,0,0,0,0,"0,3353","0,3708",0,0,0,"0,1718","0,0473",0,0,0,0,0,0,0,"0,0177",0,"0,0197","0,0336","0,0257",0,Passed,"0,1403",0,"5,8182",0,0,0
56,01-01-2006 14:54,051225,274,AMD_01,274,GeoChem,DualSoil,"60,0",CuNi25Zn15,"0,0",CuNi10Zn42Pb2,"0,0",CuNi37Zn39Mn5Pb3,"0,0",0,0,0,"1,6193","1,5784","7,1855","45,8345",0,0,0,0,0,0,0,"0,3270","0,4799","36,5261","8,7672","7,4530",0,0,"0,0661",0,"0,0077","0,0077","0,0169",0,0,0,"0,8595","0,0153",0,0,"13,8956",0,"2,6374",0,0,0,0,0,0,0,0,0,0,"0,0168",0,"0,2507","0,3648","0,0370",0,Passed,"0,4698","0,2001","2,6274",0,0,0
57,01-01-2006 14:57,051225,275,AMD_01,275,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,0,"2,6334","1,4906","1,2421","49,7965","0,0207","6,7360",0,0,0,0,0,"0,1641","0,6137","0,1511","8,0318","52,8443","0,0651",0,"0,0110",0,0,0,"0,8401",0,0,"0,1193","0,3608",0,0,0,"1,6273",0,0,0,"0,1232",0,0,0,0,0,0,0,"0,1361","0,0617",0,"0,6255",0,0,"0,2184",Passed,"0,0212","0,1292","2,3129",0,0,0
58,01-01-2006 12:03,051225,276,AMD_01,276,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"2,2112","14,4072","1,4114",0,"31,0781","0,2982","7,6396",0,0,0,0,0,"0,0612",0,"0,0063","0,0894","0,0018",0,"0,0027","0,0092","0,0022","0,0049",0,"0,0012",0,0,0,0,0,0,0,0,0,"0,0325",0,"0,1403",0,0,"0,0028",0,0,0,"0,0026","0,0132",0,0,"0,0033",0,0,0,Passed,"0,2154","0,3136","4,5381",0,0,0
59,01-01-2006 12:06,051225,277,AMD_01,277,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,7691","15,7072","1,2441","0,1019","31,5313","0,0951","4,0245",0,0,0,0,0,"0,1665","0,0096","0,1961","0,0429","0,0084",0,"0,0014","0,1335","0,0016","0,0180",0,"0,0017",0,0,0,0,0,0,0,"0,0313",0,"2,8946",0,0,0,0,0,0,0,0,0,0,0,0,"0,0050",0,0,0,Passed,"0,6876","0,6348","8,7450",0,0,0
60,01-01-2006 12:09,051225,278,AMD_01,278,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"2,6933","36,7847",0,"3,9045","0,0296","0,1454","7,2970",0,0,0,0,0,0,"0,0170","13,9007","0,3196","0,3967",0,"0,0020","0,0074",0,"0,0074",0,"0,0020",0,0,0,"0,0599",0,0,0,"0,0533",0,0,0,0,0,0,0,0,0,0,0,0,"0,0230",0,"0,0070",0,"0,0078",0,Passed,"0,1333","0,6850","5,4595",0,0,0
61,01-01-2006 12:12,051225,279,AMD_01,279,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,0234","9,7621","1,2783","1,4737","35,4898","0,0465","8,5014",0,0,0,0,0,"0,0319","0,0165","1,1670","0,1631","0,1074",0,0,"0,3484",0,"0,0351",0,0,0,0,0,"0,0087","0,0053",0,0,"0,4486",0,"7,6519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"1,6148","0,1865","1,7629",0,0,0
62,01-01-2006 12:16,051225,280,AMD_01,280,GeoChem,DualSoil,"60,0","1,439","0,0","1,4767","0,0","1,4361","0,0",0,0,"5,2327","10,0623",0,"29,3881",0,"0,3825","5,9911",0,0,0,0,0,0,0,"1,1282","0,2410","0,0447",0,"0,0040",0,0,"0,0102",0,"0,0076",0,0,0,0,"0,0069",0,0,"0,1534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,2946",0,0,0,Passed,"0,3033","0,5471","29,7287",0,0,0
63,01-01-2006 12:19,051225,281,AMD_01,281,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,5285","19,1933","1,3888","0,2525","33,3552",0,"5,0773",0,0,0,0,0,"0,0484","0,0426","0,1659","0,0407","0,0888",0,0,"0,1174","0,0014","0,0170",0,0,0,0,0,0,0,0,0,"0,0093",0,"3,1642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,8900","0,0511","1,9194",0,0,0
64,01-01-2006 12:22,051225,282,AMD_01,282,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,6830","11,6625","1,4328",0,"31,5643",0,"10,3779",0,0,0,0,0,"0,0919","0,0049","0,0384","0,2587","0,0064",0,0,"0,0057","0,0029","0,0011",0,0,0,0,0,0,0,0,0,0,0,"0,1090",0,"0,1192",0,0,"0,0042",0,0,0,0,0,0,0,"0,0054",0,0,0,Passed,"0,0129","2,1767","9,5548",0,0,0
65,01-01-2006 12:24,051225,283,AMD_01,283,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"3,0485","10,0348","1,2444",0,"27,1081",0,"10,5107",0,"0,0108",0,0,0,"0,0474","0,0039","0,4821","0,0103","0,0288",0,0,"0,0171",0,"0,0051",0,0,0,0,0,0,0,0,0,"0,0527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0030","0,0072",0,0,Passed,"0,2350","0,2788","5,7048",0,0,0
66,01-01-2006 12:27,051225,284,AMD_01,284,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"3,0819","11,7211","1,4565",0,"33,6870","0,3178","8,3107",0,0,0,0,0,"0,0396",0,"0,4897","0,1287","0,0294",0,"0,0034","0,0048","0,0017","0,0059",0,"0,0019",0,0,0,"0,0076",0,0,0,"0,0482",0,"0,0429",0,"0,1066",0,0,0,0,0,0,0,0,"0,0032",0,"0,0058",0,0,0,Passed,"0,2058","0,3408","2,7413",0,0,0
67,01-01-2006 12:30,051225,285,AMD_01,285,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,7928","7,9008","1,3806","0,2272","30,8912",0,"16,4695",0,0,0,0,0,"0,0596","0,0403","0,0385","0,0511","0,0754",0,0,"0,0694",0,"0,0072",0,0,0,0,0,0,0,0,0,0,0,"2,6171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,6536","0,8136","4,1880",0,0,0
68,01-01-2006 12:33,051225,286,AMD_01,286,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,4367","7,0419","1,0543","1,4360","32,0206",0,"6,2464",0,0,0,0,0,"0,1610","0,1457","0,0879","0,1277","0,2792",0,0,"0,3113",0,"0,0319",0,"0,0021",0,"0,0107",0,0,0,0,"0,0544",0,0,"9,3282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"2,2031","1,0267","6,1195",0,0,0
69,01-01-2006 12:36,051225,287,AMD_01,287,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,9621","6,6060","1,8511",0,"45,7022","0,0469","5,0705",0,0,0,0,0,"0,1247","0,0163","0,9029","0,1147","0,0756",0,"0,0019","0,0207",0,"0,0058",0,"0,0013",0,0,0,"0,0119",0,0,0,"0,1045",0,"0,5627",0,0,"0,0160",0,0,0,0,0,0,0,"0,0050",0,"0,0053",0,0,0,Passed,"0,2019","0,5883","4,7269",0,0,0
70,01-01-2006 12:38,051225,288,AMD_01,288,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,6289","5,0650","1,5451",0,"28,4685",0,"27,7331",0,0,0,0,0,0,0,"0,0159","0,0228","0,0018",0,0,"0,0153","0,0021","0,0015",0,0,0,0,0,0,0,0,0,"0,0065",0,"0,8257",0,0,0,0,0,0,0,0,0,0,0,0,"0,0056",0,0,0,Passed,"0,1949","0,7172","0,8274",0,0,0
71,01-01-2006 12:41,051225,289,AMD_01,289,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,1111","8,7159","1,3365","0,7271","33,7558",0,"5,0443",0,0,0,0,0,"0,2443","0,0074","0,0129","0,1521","0,0252",0,"0,0014","0,0036","0,0016","0,0020",0,"0,0025",0,0,0,0,0,0,0,0,0,0,0,"0,1649",0,0,0,0,0,0,0,0,0,0,"0,0103","0,0045",0,0,Passed,0,"2,3335","17,0893",0,0,0
72,01-01-2006 12:44,051225,290,AMD_01,290,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"2,0506","14,7369","1,4723",0,"32,6407","0,2417","10,6572",0,0,0,0,0,"0,0522","0,0044","0,0362","0,0707","0,0243",0,"0,0019","0,0100",0,"0,0050",0,"0,0105",0,0,0,0,0,0,0,"0,0140",0,"0,3026",0,0,0,0,0,0,0,0,0,0,0,0,"0,0253",0,0,0,Passed,"0,3204","0,2640","4,0547",0,0,0
73,01-01-2006 12:47,051225,291,AMD_01,291,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,9102","6,6148","1,4178",0,"30,1598",0,"22,0136",0,0,0,0,0,"0,0151",0,"0,3274","0,0041","0,0095",0,0,"0,0059","0,0052","0,0012",0,0,0,0,0,0,0,0,"0,0352",0,0,0,0,"0,1124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,0124","0,2735","2,0852",0,0,0
74,01-01-2006 12:05,051225,292,AMD_01,292,GeoChem,DualSoil,"60,0","2,4608","0,0","2,4858","0,0","2,4668","0,0",0,"9,0283","10,2286","14,8729",0,"2,4101",0,"0,0692","0,0549",0,"0,0113",0,0,0,"2,8224","0,3435","0,0053","0,0068","2,6849","0,0069","0,0089",0,0,0,"0,0051","0,0432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0145",0,"0,0120",0,0,0,Passed,"0,0747","0,0659","16,5585",0,0,0
75,01-01-2006 12:17,051225,293,AMD_01,293,GeoChem,DualSoil,"62,0",Rg2,"0,0",CuAl10Fe5Ni5,"0,0",CuMn12Ni,"0,0",0,0,0,"35,8724",0,"5,2330",0,0,"9,6639",0,0,0,0,0,0,"0,0744","74,7602","0,2019","0,0682",0,0,"0,0072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0246",0,"0,1039",0,Passed,0,"2,7566","1,5922",0,0,0
76,01-01-2006 12:31,051225,294,AMD_01,294,GeoChem,DualSoil,"60,0",CuNi25Zn15,"0,0",CuAl10Fe5Ni5,"0,0",Rg2,"0,0",0,0,"1,4315","24,0381",0,"2,4699",0,"0,0247","12,4998",0,0,0,0,0,0,"0,0407","41,0005","4,2334","1,5671",0,0,"0,0226",0,"0,0051","0,0044",0,0,0,0,"0,0088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0161",0,0,0,"0,0559",0,"0,0380",0,Passed,"0,0555","1,4266","2,9810",0,0,0
77,01-01-2006 12:36,051225,295,AMD_01,295,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,0654","21,2027","0,2851","1,9357","0,0280",0,"30,0539",0,"0,0054",0,0,0,0,"0,0058","2,9253","1,1488","0,0360",0,0,"0,0129",0,"0,0023",0,0,0,0,0,"0,0927",0,0,0,0,0,0,0,0,0,0,"0,0070",0,0,0,0,0,0,0,"0,0304",0,0,0,Passed,"0,0320","5,6243","3,1718",0,0,0
78,01-01-2006 12:39,051225,296,AMD_01,296,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,6678","11,1138","0,1139","3,3170","0,0339",0,"31,2552",0,0,0,0,0,0,"0,0091","8,3688","1,0230","0,0871",0,0,"0,0209","0,0016","0,0029",0,0,0,0,0,"0,0988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0652",0,0,0,Passed,"0,0189","4,6544","2,8815",0,0,0
79,01-01-2006 12:43,051225,297,AMD_01,297,GeoChem,DualSoil,"60,0",CuSi1,"0,0",CuSi3Mn,"0,0",CuMn2,"0,0",0,0,0,"36,4667",0,"5,9609","0,0785",0,"7,7719",0,0,0,0,0,0,"0,0735","100,0000","0,1635","0,0706",0,0,"0,0050",0,"0,0025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0230",0,"0,1827",0,Passed,0,"1,8723","1,1478",0,0,0
80,01-01-2006 12:47,051225,298,AMD_01,298,GeoChem,DualSoil,"61,0",CuAl10Fe5Ni5,"0,0",CuAl11Fe5Ni6,"0,0",CuMn12Ni,"0,0",0,0,"0,4067","22,8835",0,"6,2002","0,1367",0,"4,9560",0,0,"0,0118",0,0,0,"0,0520","60,3881","0,8728","0,0450",0,0,"0,0103",0,0,0,0,0,0,0,"0,0075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0253",0,"0,0779",0,Passed,0,"7,2143","5,3399",0,0,0
81,01-01-2006 12:51,051225,299,AMD_01,299,GeoChem,DualSoil,"60,0",Pure Lead,"0,0",0,"0,0",0,"0,0",0,0,0,"14,2904","0,8590","2,3836","1,4814",0,"0,6057",0,0,0,0,0,"0,0044","0,1339","29,0787","0,2878","4,5588","0,3722",0,"0,1698",0,"0,1243",0,0,0,0,0,"0,4651","0,5398",0,0,"5,8072",0,0,0,0,"0,0372","1,5231",0,0,0,0,0,0,"0,0467","0,1330","100,0000",0,0,0,Passed,"0,0101","0,0050","0,1652",0,0,0
82,01-01-2006 12:55,051225,300,AMD_01,300,GeoChem,DualSoil,"60,0",Pure Lead,"0,0",0,"0,0",0,"0,0",0,0,0,"3,5682","1,3046","4,6449","5,3257",0,0,0,"0,0081","0,0155",0,0,0,"0,5184","31,3391","0,2636","16,9139","0,8529",0,"1,8194",0,"0,4543",0,0,0,0,"0,0233","4,1441","1,7344",0,0,"6,9812",0,0,0,0,"0,0392","5,9889",0,0,0,0,0,0,0,0,"100,0000",0,0,0,Passed,0,0,"0,0710",0,0,0
83,01-01-2006 12:58,051225,301,AMD_01,301,GeoChem,DualSoil,"60,0",Pure Lead,"0,0",0,"0,0",0,"0,0",0,0,0,"41,4007","0,4166","0,2756","0,1262","0,0143","0,7947",0,0,0,0,0,"0,0037","0,0321","3,1484","0,1348","0,6525","0,0416",0,"0,1198",0,"0,0347",0,0,0,0,0,"0,1111","0,1361",0,0,"5,2090",0,0,0,0,0,"0,3106",0,0,0,0,0,0,"0,0249","0,0598","41,0236",0,0,0,Passed,"0,0366",0,"0,1753",0,0,0
84,01-01-2006 13:03,051225,302,AMD_01,302,GeoChem,DualSoil,"60,0",CuNi25Zn15,"0,0",CuAl11Fe5Ni6,"0,0",CuAl10Fe5Ni5,"0,0",0,0,"0,9658","6,5329","0,5940","30,7952",0,"0,0417","3,8108",0,0,0,0,0,0,"0,0332","30,6300",0,"0,0284",0,0,0,0,"0,0147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0197",0,"0,0165",0,Passed,"0,1224","0,0511","23,6560",0,0,0
85,01-01-2006 13:06,051225,303,AMD_01,303,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"23,5094",0,"2,0952","0,4269","11,0427",0,"0,1201","2,5104",0,0,0,0,0,"21,3552","13,2651","0,8390","0,0521","40,7417","0,1415",0,0,0,"0,0064",0,"0,1602",0,0,"0,0483","0,0862",0,0,0,0,0,0,0,0,0,0,"0,0954",0,0,0,0,0,"0,0727",0,0,0,0,0,Passed,"0,0517","0,0520","1,3176",0,0,0
86,01-01-2006 13:11,051225,304,AMD_01,304,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"15,6647",0,"0,4341","0,1653","9,4539",0,"0,0930","10,7629",0,0,0,0,0,"18,9432","8,3118","0,3657","0,0413","27,8727","0,1018",0,"0,0114",0,0,0,"0,0946",0,0,"0,0359","0,0445",0,0,0,0,0,0,0,"0,1199",0,0,"0,0577",0,0,0,0,0,"0,0681",0,0,0,0,0,Passed,"0,0694","0,1145","0,9282",0,0,0
87,01-01-2006 13:16,051225,305,AMD_01,305,GeoChem,DualSoil,"60,0",Rg2,"0,0",Rg5,"0,0",Rg7,"0,0",0,"12,8985",0,"6,4820","0,5377","24,6521",0,0,0,0,0,0,0,0,0,"0,1253","78,5689","4,8072","9,6822","0,0406",0,"0,0580",0,"0,0079","0,0092",0,0,0,0,"0,1214","0,0134",0,0,"3,5501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,9168",0,"0,1918",0,Passed,"0,0305","0,0433","1,9497",0,0,0
88,01-01-2006 13:18,051225,306,AMD_01,306,GeoChem,DualSoil,"62,0",No Match,"0,0",0,"0,0",0,"0,0",0,"1,5737",0,"76,4772","0,0571","3,5063",0,0,"0,1656",0,"0,0010",0,0,0,0,0,"2,6580","1,4417","0,3394",0,0,"0,0014",0,0,0,0,0,0,0,"0,0246","0,0057",0,0,"0,3575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0554",0,0,0,Passed,"0,0050","0,0077","0,4989",0,0,0
89,01-01-2006 13:21,051225,307,AMD_01,307,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,0,"49,8406","0,2652","12,2744",0,"0,0589","0,2045",0,0,0,0,0,0,0,"3,2494","12,3492","0,6716",0,0,"0,0648",0,"0,0061",0,0,0,0,0,"0,0371","0,0358",0,0,"0,2460",0,0,0,0,0,0,0,0,0,0,0,"0,1163",0,0,"0,4020",0,0,0,Passed,"0,0126","0,0068","3,3141",0,0,0
90,01-01-2006 13:24,051225,308,AMD_01,308,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"2,2192",0,"77,9026","0,1197","2,1414","0,0502","0,0770","0,0390",0,"0,0023",0,0,0,"0,0000",0,"0,0441","0,0047","0,0272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0105",0,0,0,0,0,0,0,0,0,0,0,"0,0223",0,0,"0,0605",0,0,0,Passed,"0,0085",0,"1,0696",0,0,0
91,01-01-2006 13:27,051225,309,AMD_01,309,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"2,3230","1,9876","42,7951","1,2626","6,3469","0,0247","0,0473","0,0655",0,"0,0034",0,0,0,0,0,"4,5462","0,0443","1,3935","0,0108",0,"0,0185",0,"0,0052",0,0,0,0,0,0,0,0,0,"0,0620",0,0,0,0,0,"0,0232",0,0,0,0,0,0,"0,0106","0,0156","5,0892",0,0,0,Passed,0,0,"2,6759",0,0,0
92,01-01-2006 13:30,051225,310,AMD_01,310,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"69,4660","1,4347","1,5662",0,"0,2412",0,"0,0210","0,6234",0,0,0,0,0,"0,5306","0,2993","2,6037","0,8356","100,0000","0,3705",0,0,0,0,0,"0,0391",0,0,"0,1122","0,2583",0,0,0,"1,0249",0,0,0,0,0,0,0,0,0,0,0,"0,2803",0,0,"0,1160","0,0535",0,"0,1623",Passed,0,"0,0246","12,3396",0,0,0
93,01-01-2006 13:34,051225,311,AMD_01,311,GeoChem,DualSoil,"60,0",AS41,"0,0",AM60,"0,0",AZ91,"0,0",0,"49,9093","1,7682","40,0831",0,"0,0292",0,"0,4598","1,7351",0,0,"0,0063",0,0,"0,0343","0,4011","0,0619","0,0465","27,6125","0,0607","0,0020","0,0054",0,"0,0040",0,"0,0271",0,0,"0,1312","0,0566",0,0,0,"0,3103",0,0,0,0,"0,0157",0,0,0,0,0,0,"0,0236",0,0,"0,0753",0,0,0,Passed,"0,1324","0,0637","0,8002",0,0,0
94,01-01-2006 13:37,051225,312,AMD_01,312,GeoChem,DualSoil,"60,0",CP Mg,"0,0",AZ31,"0,0",AS41,"0,0",0,"100,0000","0,7347","0,7205",0,0,0,0,0,0,0,"0,0076",0,0,"0,0466","1,8768","0,5543","0,2991","100,0000","0,6500",0,0,0,0,0,0,0,0,"0,3239","1,0677",0,0,0,"3,9763",0,0,0,0,"0,0133",0,0,0,0,0,0,"0,3984",0,0,"0,9832",0,0,0,Passed,"0,0393","0,0088","0,2642",0,0,0
95,01-01-2006 13:40,051225,313,AMD_01,313,GeoChem,DualSoil,"60,0",AZ31,"0,0",CP Mg,"0,0",AS41,"0,0",0,"100,0000","2,6942","3,1810",0,"0,0086",0,"0,2796","0,4623",0,0,"0,0100",0,0,"0,0269","0,3915","0,8712","0,6703","100,0000","1,3539",0,"0,0344",0,0,0,0,0,0,"0,3419","2,3982",0,0,0,"2,0903",0,0,0,0,"0,0187",0,0,0,0,0,0,"0,7991",0,0,"0,1487",0,0,0,Passed,"0,1294","0,0157","0,6460",0,0,0
96,01-01-2006 12:01,051225,314,AMD_01,314,GeoChem,DualSoil,"60,0",Yellow 8K Gold,"0,0",White 8K Gold,"0,0",White 9K Gold,"0,0",0,"2,3482","0,1412",0,0,0,0,0,"2,4635",0,0,0,0,0,0,"0,0123","0,0107","0,0289",0,0,0,"0,4193",0,"0,0380",0,0,0,0,0,0,0,0,"0,0582",0,0,"5,3319",0,0,0,0,0,0,0,0,0,0,0,0,"0,0055",0,0,0,Passed,"1,3627",0,"0,0600",0,0,0
97,01-01-2006 12:04,051225,315,AMD_01,315,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,0,"2,2565","1,4122",0,"72,9904",0,"5,8905",0,"0,0282",0,0,0,"0,2866","0,6507",0,"1,5739","60,4939","0,1628",0,"0,1630",0,"0,0507",0,"0,0179",0,0,"0,0533","1,3213","0,1319",0,0,"0,6364",0,0,0,0,"0,0287","0,4034",0,0,0,0,0,0,0,0,"53,6697",0,0,0,Passed,"0,0213","0,1418","4,8167",0,0,0
98,01-01-2006 12:07,051225,316,AMD_01,316,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"13,7082","0,6540","5,3010","1,1966",0,"80,7287","0,2069","0,9574",0,0,"0,0105",0,0,"0,0534","0,1881","0,2322","0,3923","100,0000","0,6460",0,"0,0231",0,0,0,0,0,0,"0,2949","0,9753",0,0,0,"1,9288",0,0,0,"0,1344","0,0210",0,0,0,0,0,0,"0,4939",0,0,"0,3771",0,0,0,Passed,"0,1246","0,0570","1,0359",0,0,0
99,01-01-2006 12:09,051225,317,AMD_01,317,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,0,"26,2143","1,3922","0,5932","34,2908",0,"3,6132",0,0,"0,0064",0,0,"0,0286","0,0455","0,0554","0,2448","0,2019",0,0,"0,0055","0,0056","0,0013",0,"0,2300",0,0,0,0,0,0,0,"0,8636",0,0,0,"0,1261",0,0,0,0,0,0,0,0,0,"0,0199","0,1896",0,0,"0,0237",Passed,"0,0173","0,0755","0,8433",0,0,0
100,01-01-2006 12:12,051225,318,AMD_01,318,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"4,6709",0,"3,1443","1,4821","1,2538","48,2687","0,0205","6,3399",0,0,0,0,0,"0,1563","0,6142","0,1536","6,9567","51,9510","0,0694",0,"0,0085",0,0,0,"0,7368",0,0,"0,1364","0,3239",0,0,0,"1,4856",0,0,0,"0,1155",0,0,0,0,0,0,0,"0,1176","0,0670",0,"0,5767",0,0,"0,2291",Passed,"0,0207","0,1204","2,3117",0,0,0
101,01-01-2006 12:21,051225,319,AMD_01,319,GeoChem,DualSoil,"60,0",Yellow 8K Gold,"0,0",White 8K Gold,"0,0",White 9K Gold,"0,0",0,"2,7247","0,1833",0,0,0,0,0,"2,8675",0,0,0,0,0,0,"0,0117","0,0114","0,0285",0,0,0,"0,4293",0,"0,0392",0,0,0,0,0,0,0,0,"0,0751",0,0,"5,2724",0,0,0,0,0,0,0,0,0,0,0,0,"0,0073",0,0,0,Passed,"1,5594",0,"0,0652",0,0,0
