File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Be,MgO,Al2O3,SiO2,P2O5,S,Cl,K2O,CaO,TiO2,V,Cr,MnO,Fe2O3,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,Ba,La,Ce,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Cal Check,Ti,Mn,Fe,Sc,Br,I
154,01-01-2006 12:41,051225,372,AMD_01,372,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,6061","7,8956","2,2955",0,"37,5220","0,5174",0,"0,5136","0,0196",0,"0,1493","6,3994","0,0101","0,0033","0,0299","0,0597","0,0430",0,"0,0668","0,0418","0,0132","0,0448","0,0048",0,0,0,0,0,0,0,"0,0415",0,0,"0,1273",0,"0,2041",0,0,0,0,0,0,0,0,0,0,"0,0099",0,0,0,Passed,0,0,0,0,0,0
155,01-01-2006 12:45,051225,373,AMD_01,373,GeoChem,DualMining,"61,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,0,0,"2,6216","1,9120","43,7611","0,1037","2,2882",0,0,0,"0,0201","0,9003",0,"0,0030","0,0091","0,0140","0,0208",0,"0,0330","0,0528","0,0036",0,0,0,0,0,0,"0,0218",0,0,"0,0356",0,0,"0,1965",0,"0,2277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,0,0,0,0,0,0
156,01-01-2006 12:48,051225,374,AMD_01,374,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,0,0,"2,8346",0,"48,8104","0,0306",0,"0,0143",0,0,"0,0178","0,7713",0,"0,0030","0,0114","0,0884","0,0914",0,"0,1465","0,0130","0,0043","0,0133",0,0,0,0,0,"0,0782",0,0,0,0,0,0,0,"0,2984",0,0,0,0,0,0,0,0,"0,0259",0,0,0,0,0,Passed,0,0,0,0,0,0
157,01-01-2006 12:56,051225,375,AMD_01,375,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,0,0,"3,0388","0,0910","50,2105","0,0124",0,0,0,0,"0,0340","0,6585",0,0,"0,0076","0,0265","0,0235",0,"0,0467","0,0500","0,0045","0,0040",0,0,0,0,0,"0,0259",0,0,"0,0337",0,0,"0,3388",0,"0,3439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,0,0,0,0,0,0
158,01-01-2006 12:58,051225,376,AMD_01,376,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,0,"4,6373","2,2381","0,7680","36,2591","0,4696","3,7198","0,0440",0,0,"0,0698","1,6206",0,"0,0035","0,0109","0,0210","0,0297",0,"0,0502","0,0477","0,0061","0,0062",0,0,0,0,0,0,0,0,"0,0348",0,0,"0,3802",0,"0,1549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,0,0,0,0,0,0
159,01-01-2006 13:00,051225,377,AMD_01,377,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,0,"4,5859","2,2352","0,7907","36,6109","0,4707","3,7070","0,0457",0,0,"0,0610","1,6932",0,0,"0,0090","0,0235","0,0301",0,"0,0508","0,0471","0,0043","0,0073",0,"0,0048",0,0,0,"0,0224",0,0,0,0,0,"0,3719",0,"0,1461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,0,0,0,0,0,0
160,01-01-2006 13:04,051225,378,AMD_01,378,GeoChem,DualMining,"60,0",Inco 904,"0,0",20Cb3,"0,0",Inco907/909,"0,0",0,"4,7068",0,"0,2592","0,2251","12,5308",0,"0,0649","14,6273",0,0,0,"0,9055","24,3321","0,0162","0,0115","0,1813","0,0489","15,2453","0,0263",0,"0,0035",0,0,0,"0,0047",0,0,0,"0,0204",0,0,0,"0,7546",0,0,0,0,"0,0118",0,"0,0359",0,0,0,0,"0,0034","0,0419",0,"0,0157",0,0,0,Passed,0,0,0,0,0,0
161,01-01-2006 13:07,051225,379,AMD_01,379,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"13,8174","3,4334","30,0272",0,"0,0919",0,"0,6576","0,5511","0,3690","0,0054",0,"0,0190","0,4464",0,0,"0,0058","0,0136","31,5571","0,0421","0,0047","0,0051",0,"0,0020",0,0,0,0,0,"0,0287",0,0,0,"0,1942",0,0,0,0,"0,0259",0,"0,0790",0,0,0,0,"0,0063",0,0,0,0,0,0,Passed,0,0,0,0,0,0
162,01-01-2006 12:40,051225,380,AMD_01,380,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"2,7779","13,0886","1,6451",0,"25,5722","1,3685","4,0336","0,1327",0,0,"0,0364","2,0652",0,"0,0026","0,0217","0,1260","0,0287",0,"0,2281","0,0147","0,0055","0,0250","0,0054",0,0,0,0,"0,0731",0,0,"0,0372",0,0,0,0,"0,0379",0,0,0,0,0,0,0,0,"0,0839",0,0,0,0,0,Passed,0,0,0,0,0,0
163,01-01-2006 12:45,051225,381,AMD_01,381,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"2,7796","15,8536","1,6972",0,"25,0472","1,1102","3,7294","0,6311","0,0165",0,"0,2470","5,6267",0,0,"0,0065","0,0986","0,0250",0,"0,0585","0,0210","0,0133","0,0306",0,0,0,0,0,0,0,0,0,0,0,"0,1559",0,"0,0699",0,0,0,0,0,0,0,0,0,0,"0,0063",0,0,0,Passed,0,0,0,0,0,0
164,01-01-2006 12:49,051225,382,AMD_01,382,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"3,0206","15,6064","1,7159","0,0603","24,6589","1,0886","3,7476","0,6027","0,0168",0,"0,2467","5,4076",0,0,"0,0046","0,0946","0,0235",0,"0,0555","0,0216","0,0146","0,0290","0,0065","0,0066",0,0,0,0,0,0,0,0,0,"0,1761",0,"0,0732",0,0,0,0,0,0,0,0,0,0,"0,0064",0,0,0,Passed,0,0,0,0,0,0
165,01-01-2006 12:52,051225,383,AMD_01,383,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,0,"5,5887","2,1703",0,"34,6960","0,4547","5,4696","0,0440",0,0,"0,0552","1,3931",0,"0,0037","0,0123","0,0949","0,0138",0,"0,1039","0,0281","0,0065","0,0093",0,0,0,0,0,"0,1133",0,0,0,0,0,"0,1210",0,"0,1318",0,0,0,0,0,0,0,0,"0,1234",0,0,0,0,0,Passed,0,0,0,0,0,0
166,01-01-2006 12:55,051225,384,AMD_01,384,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,0,"3,5241","2,1957",0,"35,5278","0,4855","7,7196","0,0686",0,0,"0,0309","1,0971",0,"0,0026","0,0120","0,0953","0,0095",0,"0,1449","0,0102","0,0051","0,0129",0,0,0,0,0,"0,0671",0,0,0,0,0,0,0,"0,1200",0,0,0,0,0,0,0,0,"0,0325",0,0,0,0,0,Passed,0,0,0,0,0,0
167,01-01-2006 12:58,051225,385,AMD_01,385,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,1455","9,8194","1,7994","3,5865","25,1408","0,9541","9,3272","0,0543","0,0061",0,"0,0476","1,2260",0,"0,0026","0,0113","0,0080","0,0469",0,"0,0390","0,0330","0,0036","0,0048",0,0,0,0,0,0,0,0,0,0,0,"0,2377",0,"0,0346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,0,0,0,0,0,0
168,01-01-2006 13:02,051225,386,AMD_01,386,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,5093","13,8836","1,7037","1,6436","25,6699","1,1130","5,8713","0,0849",0,0,"0,0770","1,2106",0,0,"0,0099","0,0087","0,0315",0,"0,0440","0,0276","0,0063","0,0083",0,0,0,0,0,0,0,0,0,0,0,"0,3000",0,"0,0587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,0,0,0,0,0,0
169,01-01-2006 13:05,051225,387,AMD_01,387,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"2,1282","15,9670","1,7211","1,5914","25,0781","1,0697","5,2035","0,0795","0,0089",0,"0,0535","1,6346",0,"0,0030","0,0056","0,0108","0,0338",0,"0,0365","0,0303","0,0040","0,0104",0,"0,0048",0,0,0,0,0,0,0,0,0,"0,3747",0,"0,0545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,0,0,0,0,0,0
170,01-01-2006 13:09,051225,388,AMD_01,388,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"2,4382","18,2508","1,6482","0,5440","24,4526","1,3374","3,9584","0,1008","0,0082",0,"0,0696","1,6685",0,"0,0024","0,0062","0,0130","0,0238",0,"0,0465","0,0269","0,0059","0,0101",0,0,0,0,0,0,0,0,"0,0348",0,0,"0,2798",0,"0,0446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,0,0,0,0,0,0
171,01-01-2006 13:12,051225,389,AMD_01,389,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,3232","7,0891","2,2608","0,2936","35,6672","0,6006","1,1941","0,0267",0,0,"0,0564","1,4648",0,"0,0029","0,0092","0,0167","0,0243",0,"0,0522","0,0262","0,0059","0,0130",0,0,0,0,0,0,0,0,0,0,0,"0,3140",0,"0,1617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,0,0,0,0,0,0
172,01-01-2006 13:15,051225,390,AMD_01,390,GeoChem,DualMining,"196,0",0,"0,0",0,"0,0",0,"0,0",0,"0,4591",0,"7,4225","0,0186","0,0456",0,"0,0572","0,0392","0,0498","0,0114","0,0042","0,0183","0,7186","0,0188","0,0567","46,3229",0,0,"0,0117",0,0,0,"0,0059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,0,0,0,0,0,0
173,01-01-2006 13:21,051225,391,AMD_01,391,GeoChem,DualMining,"128,0",0,"0,0",0,"0,0",0,"0,0",0,"4,2750",0,"80,2568",0,"1,0690","0,0328","0,2343",0,"0,0136","0,0016",0,0,"0,7315",0,0,"0,2202","0,0351","0,2251","0,0047",0,"0,0011","0,0006",0,0,"0,0021",0,0,0,"0,0000",0,0,"0,7511","0,0844",0,0,0,0,0,0,0,0,0,0,0,"0,0029",0,0,"0,1519",0,0,0,Passed,0,0,0,0,0,0
174,01-01-2006 12:04,051225,392,AMD_01,392,GeoChem,DualMining,"131,0",0,"0,0",0,"0,0",0,"0,0",0,"2,4884","1,7904","70,2753",0,"0,5955",0,"0,0628","0,3890",0,"0,0066",0,0,"6,1638",0,0,"0,0337",0,"0,0513",0,0,"0,0020","0,0008",0,0,"0,0029",0,0,0,"0,0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0068",0,0,0,Passed,0,0,0,0,0,0
175,01-01-2006 12:09,051225,393,AMD_01,393,GeoChem,DualMining,"100,0",0,"0,0",0,"0,0",0,"0,0",0,"1,7233","3,1418","66,6208",0,"0,7304",0,"0,1567","1,9226","0,0278","0,0099",0,"0,1747","1,9902",0,0,"0,0280",0,"0,0052",0,"0,0020","0,0295","0,0067",0,0,0,0,0,0,0,0,0,0,"0,0142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0028",0,0,0,Passed,0,0,0,0,0,0
176,01-01-2006 12:13,051225,394,AMD_01,394,GeoChem,DualMining,"204,0",0,"0,0",0,"0,0",0,"0,0",0,"3,7999","2,5062","69,2474","0,0275","0,1247","0,0166","0,0505","0,1183","0,0324","0,0053",0,"1,0036","6,3083",0,0,"0,0099","0,0586",0,0,0,"0,0018","0,0012",0,0,0,0,0,0,"0,0000",0,0,0,"0,0104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,0,0,0,0,0,0
177,01-01-2006 12:21,051225,395,AMD_01,395,GeoChem,DualMining,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,0,"21,8817","0,1283","18,5522",0,"0,0410","7,1160",0,0,0,"0,0147","15,2108","0,3712","1,0419","0,0603",0,"7,1935","0,0101",0,"0,0021",0,0,0,"0,0610",0,0,0,"2,9025",0,0,"0,4003","2,9285",0,0,0,0,0,0,"0,0347",0,0,0,0,0,"0,0774",0,"0,0650",0,0,0,Passed,0,0,0,0,0,0
178,01-01-2006 12:29,051225,396,AMD_01,396,GeoChem,DualMining,"60,0",0,"0,0",0,"0,0",0,"0,0",0,"2,0609","9,6284","40,4513","0,0602","0,2473","0,2550","5,0005","6,9601","0,2351","0,0085",0,"0,2229","1,6035",0,"0,0098","0,0262","0,0403","0,0076",0,"0,0674","0,0189",0,"0,0051",0,0,0,0,0,"5,4126",0,0,"1,2263",0,0,"0,1150",0,0,0,0,0,0,0,0,0,0,0,0,"0,0106",0,0,0,Passed,0,0,0,0,0,0
179,01-01-2006 12:33,051225,397,AMD_01,397,GeoChem,DualMining,"60,0",0,"0,0",0,"0,0",0,"0,0",0,"2,6407",0,"6,9289","0,2388","1,9924","0,5928","0,1569","6,5401","0,0815",0,0,"0,1712","0,1449",0,"0,0150","6,2593","0,1376","6,6372","0,0199","0,0083","0,0048","0,0427","0,0032",0,"0,0165",0,0,0,"9,5177","0,0097",0,"1,4457","5,1594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,1704",0,0,0,Passed,0,0,0,0,0,0
180,01-01-2006 12:18,24-12-25,1,AMD_01,398,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"2,3329","13,1668","1,3202","0,4959","30,0994","0,4176","10,2301",0,0,0,0,0,"0,0256",0,"0,1420","0,7190","0,0872",0,"0,0045","0,0265",0,"0,0069",0,0,0,0,0,"0,0111","0,0043",0,0,0,0,"0,0363",0,0,0,0,"0,0054",0,0,0,"0,0060",0,0,0,"0,3414",0,0,0,Passed,"0,1478","0,1475","2,2288",0,0,0
181,01-01-2006 12:26,24-12-25,2,AMD_01,399,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"3,4041","20,0527","1,3619",0,"32,2918","1,0153","0,9868",0,0,0,0,0,"0,0213",0,"0,0261","0,0060","0,0019",0,"0,0076","0,0444","0,0015","0,0174",0,"0,3220",0,0,0,0,0,0,0,0,0,"0,0456",0,"0,1379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,2058","0,0181","1,5959",0,0,0
182,01-01-2006 12:34,24-12-25,3,AMD_01,400,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"3,3110","18,7260","1,1955",0,"29,1225","0,9753","1,5520",0,0,0,0,0,"0,0463","0,0023","0,0056","0,0193","0,0036",0,"0,0094","0,0285","0,0026","0,0166",0,"0,0019",0,0,0,0,0,0,"0,0296",0,0,"0,0415",0,"0,1352",0,0,0,0,0,0,0,0,0,0,"0,0043",0,0,0,Passed,"0,3474","0,0586","3,2251",0,0,0
183,01-01-2006 12:40,24-12-25,4,AMD_01,401,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"0,3249","3,4241","2,1376",0,"55,2319","0,1954",0,0,0,"0,0062",0,0,"0,0445",0,"0,0069","0,0051","0,0013",0,"0,0113","0,0337","0,0014","0,0133",0,"0,0043",0,0,0,0,0,0,"0,0560",0,0,"0,0534",0,"0,3521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,0737","0,0133","1,1106",0,0,0
184,01-01-2006 12:43,24-12-25,5,AMD_01,402,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"0,5193","2,1818","2,1845",0,"57,3270","0,0891",0,0,0,"0,0074",0,0,"0,0937",0,"0,0120","0,0105","0,0018",0,"0,0097","0,0166","0,0018","0,0166",0,"0,0055",0,0,0,0,0,0,"0,0446",0,0,"0,0197",0,"0,4052",0,0,0,0,0,0,0,0,0,0,"0,0039",0,0,0,Passed,"0,1423","0,0166","2,2421",0,0,0
185,01-01-2006 12:47,24-12-25,6,AMD_01,403,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"3,1753","18,3830","1,4033","0,0555","33,0425","1,0331","1,0377",0,0,"0,0045",0,0,"0,0334",0,"0,0226","0,0037","0,0008",0,"0,0129","0,0381","0,0014","0,0180",0,"0,0030",0,0,0,0,0,0,"0,0276",0,0,"0,0563",0,"0,1300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,2924","0,0141","2,1974",0,0,0
186,01-01-2006 12:52,24-12-25,7,AMD_01,404,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"1,0397","6,7595","1,8851",0,"47,8753","0,2164","0,6728",0,0,"0,0063",0,0,"0,0795","0,0020","0,0116","0,0095",0,0,"0,0069","0,0397","0,0018","0,0133",0,"0,0018",0,0,0,0,0,0,"0,0754",0,0,"0,0369",0,"0,2667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,2917","0,0348","2,4294",0,0,0
187,01-01-2006 12:56,24-12-25,8,AMD_01,405,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"0,4299","0,4394","2,4466",0,"62,4470",0,0,0,0,"0,0083",0,0,"0,0751",0,"0,0135","0,0207","0,0010",0,"0,0097","0,0206","0,0026","0,0124",0,"0,0014",0,0,0,0,0,0,0,0,0,"0,0255",0,"0,4565",0,0,0,0,0,0,0,0,0,0,"0,0331",0,0,0,Passed,"0,0750","0,0536","1,4897",0,0,0
188,01-01-2006 12:04,25-12-25,0,AMD_01,406,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"0,4590",0,"2,5724",0,"66,5600",0,0,0,0,"0,0082",0,0,"0,0733",0,"0,0153","0,0267","0,0060",0,"0,0115","0,0269","0,0013","0,0152",0,"0,0066",0,0,0,0,0,0,"0,0346","0,0235",0,"0,0392",0,"0,5116",0,0,0,0,0,0,0,0,0,0,"0,0069",0,0,0,Passed,"0,0289","0,0225","1,2990",0,0,0
189,01-01-2006 12:07,25-12-25,1,AMD_01,407,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,0,0,"2,5323",0,"66,7673",0,0,0,0,"0,0080",0,0,"0,0736",0,"0,0156","0,0269","0,0061",0,"0,0118","0,0273","0,0013","0,0157",0,"0,0059",0,0,0,0,0,0,"0,0413","0,0225",0,"0,0301",0,"0,5445",0,0,0,0,0,0,0,0,0,0,"0,0036",0,0,0,Passed,"0,0283","0,0233","1,3131",0,0,0
190,01-01-2006 12:14,25-12-25,2,AMD_01,408,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"1,1974","7,8074","1,7623","0,2526","46,3217","0,4825","0,3446",0,0,0,0,0,"0,0901",0,"0,0099","0,0228","0,0013",0,"0,0125","0,0209","0,0030","0,0181","0,0015","0,0029",0,0,0,0,0,0,0,0,0,"0,0345",0,"0,2698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,2881","0,0173","2,7905",0,0,0
191,01-01-2006 12:28,25-12-25,3,AMD_01,409,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,0,"0,7353","2,2575",0,"60,5629",0,0,0,0,"0,0069",0,0,"0,0953",0,"0,0021","0,0143","0,0019",0,"0,0121","0,0109","0,0031","0,0184",0,0,0,0,0,0,0,0,0,0,0,"0,0324",0,"0,4342",0,0,0,0,0,0,0,0,0,0,"0,0027",0,0,0,Passed,"0,1046","0,0203","2,0409",0,0,0
192,01-01-2006 12:31,25-12-25,4,AMD_01,410,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"3,3775","17,1524","1,3066",0,"33,3866","1,0756","0,0250",0,0,"0,0054",0,0,"0,0558",0,"0,0037","0,0068","0,0021",0,"0,0151","0,0076","0,0039","0,0193","0,0021","0,0011",0,0,0,0,0,0,"0,0361",0,0,"0,0264",0,"0,1624",0,0,0,0,0,0,0,0,0,0,0,"0,0027",0,0,Passed,"0,4104","0,0349","2,9311",0,0,0
193,01-01-2006 12:37,25-12-25,5,AMD_01,411,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"0,3682","1,1350","2,3520",0,"61,1758",0,"0,1825",0,0,"0,0054",0,0,"0,0689",0,"0,0057","0,0188","0,0007",0,"0,0100","0,0336","0,0024","0,0187",0,0,0,0,0,0,0,0,0,0,0,"0,0469",0,"0,4451",0,0,0,0,0,0,0,0,0,0,"0,0038",0,0,0,Passed,"0,0815","0,0337","1,5284",0,0,0
194,01-01-2006 12:42,25-12-25,6,AMD_01,412,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,0,"1,2099","2,3916",0,"60,9704",0,"0,1704",0,0,"0,0067",0,0,"0,0676",0,"0,0036","0,0159","0,0006",0,"0,0102","0,0329","0,0022","0,0180",0,0,0,0,0,0,0,0,"0,0413",0,0,"0,0469",0,"0,4302",0,0,0,0,0,0,0,0,0,0,"0,0027",0,0,0,Passed,"0,0829","0,0360","1,4638",0,0,0
195,01-01-2006 12:46,25-12-25,7,AMD_01,413,GeoChem,DualSoil,"61,0",0,"0,0",0,"0,0",0,"0,0",0,0,"2,7956","18,9039","1,3406","0,1916","32,3849","0,9889","1,7970",0,0,"0,0066",0,0,"0,0394",0,"0,0066","0,0070","0,0017",0,"0,0095","0,0350","0,0020","0,0180",0,0,0,0,0,0,0,0,"0,0446",0,0,"0,1087",0,0,0,0,0,0,0,0,0,0,0,0,"0,0038",0,0,0,Passed,"0,2639","0,0591","2,2296",0,0,0
196,01-01-2006 12:48,25-12-25,8,AMD_01,414,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"2,7281","19,6699","1,3224","0,1831","32,7944","0,9802","1,8462",0,0,"0,0076",0,0,"0,0348",0,"0,0061","0,0077","0,0018",0,"0,0092","0,0348","0,0022","0,0170",0,0,0,0,0,0,0,0,"0,0258",0,0,"0,1039",0,"0,1077",0,0,0,0,0,0,0,0,0,0,"0,0043",0,0,0,Passed,"0,2580","0,0560","2,2803",0,0,0
197,01-01-2006 12:01,25-12-25,9,AMD_01,415,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"1,0705","8,5025","1,8077",0,"48,4376","0,5166","0,2453",0,0,"0,0090",0,0,"0,0413",0,"0,0041","0,0065","0,0012",0,"0,0122","0,0360","0,0030","0,0267","0,0012",0,0,0,0,0,0,0,"0,0445",0,0,"0,0812",0,"0,2619",0,0,0,0,0,0,0,0,0,0,"0,0048",0,0,0,Passed,"0,1573","0,0347","1,3167",0,0,0
198,01-01-2006 12:04,25-12-25,10,AMD_01,416,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"2,5000","17,8287","1,3469",0,"33,3755","1,4160","1,1257",0,0,0,0,0,"0,0375",0,"0,0147","0,0396","0,0012",0,"0,0191","0,0245","0,0035","0,0236",0,0,0,0,0,0,0,0,"0,0387",0,0,"0,0814",0,"0,1029",0,0,0,0,0,0,0,0,0,0,"0,0184",0,0,0,Passed,"0,2625","0,1591","2,2437",0,0,0
199,01-01-2006 12:07,25-12-25,11,AMD_01,417,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"1,5411","7,3125","1,7725",0,"46,7023","0,2704","1,4577",0,0,"0,0041",0,0,"0,0727",0,"0,0042","0,0065","0,0012",0,"0,0046","0,0394","0,0016","0,0157",0,0,0,0,0,0,0,0,0,0,0,"0,0289",0,"0,2847",0,0,0,0,0,0,0,0,0,0,"0,0027",0,0,0,Passed,"0,2555","0,0498","2,4010",0,0,0
200,01-01-2006 12:11,25-12-25,12,AMD_01,418,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"0,5056","0,2196","2,5788",0,"72,3711",0,0,0,0,"0,0097",0,0,"0,2491",0,"0,7689","1,7364",0,0,"0,0019","0,0056",0,"0,0040",0,"0,0176",0,0,0,"0,0033","0,0073",0,0,0,0,0,0,"0,5155",0,0,0,0,0,0,"0,0139","0,0272",0,0,"2,8011",0,0,0,Passed,0,"0,0969","4,3190",0,0,0
201,01-01-2006 12:02,25-12-25,13,AMD_01,419,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"0,5235","5,8872","2,0213",0,"52,8754","0,3239","0,0218",0,0,"0,0082",0,0,"0,0338",0,"0,0128","0,0065","0,0015",0,"0,0119","0,0275","0,0032","0,0178","0,0015","0,0024",0,0,0,0,0,0,0,0,0,"0,0821",0,"0,2854",0,0,0,0,0,0,0,0,0,0,"0,0038",0,0,0,Passed,"0,1156","0,0266","1,0540",0,0,0
202,01-01-2006 12:06,25-12-25,14,AMD_01,420,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"1,0451","11,0319","1,7508",0,"45,1277","0,4575","1,0089",0,0,"0,0070",0,0,"0,0385",0,"0,0087","0,0081","0,0012",0,"0,0092","0,0337","0,0028","0,0157","0,0012","0,0018",0,0,0,0,0,0,"0,0546",0,0,"0,0634",0,"0,2376",0,0,0,0,0,0,0,0,0,0,"0,0046",0,0,0,Passed,"0,1394","0,0350","1,4543",0,0,0
203,01-01-2006 12:11,25-12-25,15,AMD_01,421,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"0,8642","11,7694","1,8477",0,"47,5346","0,4716","0,2419",0,0,"0,0058",0,0,"0,0230",0,"0,0102","0,0054","0,0014",0,"0,0104","0,0441","0,0025","0,0189",0,"0,0015",0,0,0,0,0,0,0,0,0,"0,0868",0,"0,2430",0,0,0,0,0,0,0,0,0,0,"0,0040",0,0,0,Passed,"0,1524","0,0198","0,8872",0,0,0
204,01-01-2006 12:15,25-12-25,16,AMD_01,422,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"0,3410","0,3187","2,4232",0,"65,5052",0,0,0,0,"0,0078",0,0,"0,0660",0,"0,0081","0,0104","0,0014",0,"0,0064","0,0365","0,0020","0,0167",0,0,0,0,0,0,0,0,0,0,0,"0,0513",0,"0,4630",0,0,0,0,0,0,0,0,0,0,"0,0034",0,0,0,Passed,"0,0627","0,0236","1,2561",0,0,0
205,01-01-2006 12:19,25-12-25,17,AMD_01,423,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"2,4203","16,8329","1,2690","1,9584","32,8354","0,5956","2,4544",0,0,"0,0042",0,0,"0,0401","0,0023","0,0208","0,0061","0,0034",0,"0,0058","0,0797","0,0014","0,0194",0,0,0,0,0,0,0,0,"0,0399",0,0,"0,0532",0,"0,1246",0,0,0,0,0,0,0,0,0,0,"0,0034",0,0,0,Passed,"0,2763","0,0537","2,8974",0,0,0
206,01-01-2006 12:22,25-12-25,18,AMD_01,424,GeoChem,DualSoil,"60,0",0,"0,0",0,"0,0",0,"0,0",0,0,"0,3404","0,6232","2,4474",0,"64,3758",0,0,0,0,"0,0083",0,0,"0,0711",0,"0,0083","0,0108","0,0006",0,"0,0085","0,0276","0,0034","0,0202",0,0,0,0,0,0,0,0,0,0,0,"0,0386",0,"0,4958",0,0,0,0,0,0,0,0,0,0,"0,0026",0,0,0,Passed,"0,0691","0,0277","1,3134",0,0,0
